0;0
47;47
35;30
35;33
32;33
32;32
32;32
32;33
36;12
36;14
36;16
36;19
36;21
37;23
37;25
36;27
36;28
24;5
25;2
27;2
29;2
32;2
34;3
36;5
36;6
36;8
36;10
22;24
21;22
23;21
25;20
24;17
24;15
24;12
25;10
24;7
12;33
14;33
16;33
17;32
19;32
17;32
16;32
15;30
15;27
16;26
18;26
20;25
30;26
32;27
34;28
36;27
36;25
36;23
36;21
36;19
35;18
35;18
34;20
32;21
30;21
28;21
27;21
25;21
23;22
22;24
20;25
19;25
16;26
16;28
15;30
16;32
14;33
12;33
10;33
9;34
7;34
5;34
5;33
6;33
8;33
10;33
2;26
2;27
2;29
3;31
4;33
6;34
7;34
9;34
11;33
12;32
14;30
14;28
16;27
16;27
16;27
18;27
19;26
21;25
23;24
25;24
27;25
29;26
12;9
12;9
10;10
9;10
7;11
5;12
4;14
3;16
4;18
2;20
2;22
2;24
35;4
33;2
31;2
29;2
27;3
25;3
23;3
23;2
22;2
20;2
18;2
16;2
15;2
14;2
12;2
10;2
8;2
6;2
6;2
5;2
7;2
8;2
10;3
12;5
13;7
13;7
35;31
36;29
37;28
36;26
36;24
35;22
34;19
34;17
35;16
36;14
36;12
36;10
36;8
35;6
2;24
3;22
4;21
4;21
4;20
3;19
2;20
2;22
2;24
3;24
3;24
2;26
3;26
3;24
3;22
4;21
4;22
3;24
2;26
2;28
2;29
3;29
4;31
2;33
3;34
5;34
7;34
9;34
11;34
13;34
15;34
17;34
19;34
21;34
23;34
25;33
26;33
28;33
30;33
32;33
35;33
2;4
3;4
5;6
6;8
6;10
4;11
3;13
4;15
4;18
3;19
3;21
3;23
3;23
3;23
3;23
2;25
3;27
3;27
3;26
2;25
2;24
2;24
3;25
3;21
2;19
3;17
3;15
3;14
4;12
4;10
4;8
3;6
2;5
20;2
18;2
16;3
13;3
12;4
12;6
11;8
11;10
37;14
37;14
35;13
35;11
35;9
35;7
35;5
34;2
32;2
30;2
28;3
26;2
24;2
22;3
37;32
37;32
37;32
37;32
37;32
37;32
36;31
36;30
37;30
37;30
37;32
36;33
36;33
37;32
37;32
37;32
37;32
37;32
37;32
17;34
19;34
21;34
23;34
25;34
27;34
29;33
31;33
33;33
36;33
37;32
37;32
37;32
37;32
37;32
3;32
4;34
6;35
8;34
10;34
12;34
14;34
15;34
1;32
1;32
1;32
1;32
1;32
1;32
1;32
1;32
1;32
1;31
1;3
1;3
2;3
3;3
3;4
4;4
4;4
3;6
4;7
4;9
4;11
4;13
4;15
2;16
2;18
2;19
2;20
1;21
2;21
2;23
2;25
2;27
1;29
0;32
1;32
1;32
1;32
1;32
1;32
1;32
27;28
27;30
27;32
27;35
26;37
28;37
30;37
33;37
34;36
34;34
34;32
34;30
34;28
34;27
34;25
32;24
33;22
34;21
33;19
31;17
32;15
30;15
28;15
27;13
27;11
27;9
26;6
25;5
23;4
21;4
20;4
20;4
20;4
7;4
7;4
6;5
4;7
3;9
4;11
4;13
4;13
3;14
3;16
3;17
5;19
5;20
5;22
6;24
4;25
4;25
4;25
4;25
4;25
4;27
4;29
4;31
4;33
5;34
6;36
8;36
10;36
12;36
14;36
16;37
16;35
18;34
19;33
19;33
19;33
19;33
19;33
21;34
21;32
20;30
20;29
21;27
22;25
24;25
26;26
34;36
35;35
35;33
34;31
34;29
35;27
35;25
33;25
36;24
36;23
35;20
35;18
33;16
30;15
28;16
29;15
28;13
27;11
26;9
26;7
27;4
25;4
23;4
23;5
22;4
20;4
19;4
16;4
14;5
12;5
10;5
8;5
7;4
7;4
34;6
34;4
32;4
30;4
28;4
26;6
24;4
21;5
21;5
21;2
19;2
18;3
16;3
15;4
14;6
12;7
11;6
9;6
7;5
5;5
4;7
4;9
3;11
2;13
2;15
3;17
3;19
3;22
5;24
7;24
9;25
11;27
11;24
11;23
13;24
15;24
17;25
19;25
20;27
21;29
22;32
21;34
19;36
20;35
22;35
24;36
26;37
29;36
31;37
2;20
3;22
5;24
7;23
10;22
11;20
9;19
10;18
12;17
11;19
11;20
12;22
13;24
15;25
17;26
19;26
21;27
21;29
22;32
22;34
21;36
23;35
24;37
26;36
28;34
28;32
28;31
28;29
28;27
28;25
28;23
28;21
27;19
28;16
30;16
32;17
32;15
33;14
34;12
36;10
35;8
34;19
34;21
33;22
34;21
34;19
33;18
31;17
29;17
27;17
26;19
26;20
25;22
23;24
21;22
20;24
20;26
18;24
16;24
14;24
12;23
12;21
12;19
12;18
11;17
10;16
10;14
11;12
11;10
11;7
10;5
8;5
6;5
4;6
3;8
4;10
3;12
3;14
3;16
3;18
28;31
27;29
27;27
26;26
24;25
23;23
22;22
22;20
22;18
22;16
22;14
21;12
22;10
21;9
22;7
23;5
25;5
26;4
28;4
30;4
32;4
34;5
34;7
33;9
33;10
33;12
33;14
34;16
34;18
15;5
13;7
11;8
11;8
10;6
9;5
7;4
6;3
5;4
4;6
4;7
4;10
3;12
2;14
2;16
2;18
2;20
3;23
2;25
3;27
3;29
3;31
2;33
4;35
6;36
8;37
10;36
12;35
15;36
17;35
19;35
21;36
23;37
24;38
24;36
24;36
25;39
27;38
29;36
28;34
28;32
33;3
33;3
33;3
34;4
34;6
34;8
34;10
34;12
32;13
31;15
30;16
29;17
29;19
28;20
29;20
28;19
28;20
27;22
26;23
24;23
24;25
26;25
26;24
26;22
26;20
27;18
28;17
30;17
31;17
32;17
33;15
33;14
34;12
34;10
34;8
34;6
33;5
32;4
30;4
27;4
26;4
25;2
22;2
20;4
18;3
16;4
29;38
26;38
24;37
22;36
19;37
17;36
15;37
13;36
11;36
9;36
7;36
5;36
4;34
4;34
5;31
5;29
5;26
5;24
3;23
3;21
3;19
4;17
4;15
4;13
4;11
4;8
4;6
6;4
8;5
10;5
12;5
14;5
16;5
18;4
20;4
22;4
24;3
26;3
28;3
31;2
33;3
34;5
34;7
34;9
35;11
35;13
35;15
34;17
35;18
34;21
34;23
34;25
33;27
34;28
34;30
34;32
34;34
33;36
31;37
7;14
9;14
10;12
11;10
12;9
13;6
15;5
17;4
19;5
21;5
23;4
25;5
26;7
27;9
27;11
27;13
28;15
30;16
32;17
33;16
34;18
34;20
34;22
34;24
34;25
34;27
34;29
34;31
33;33
33;36
32;37
30;37
28;38
25;38
23;36
21;36
19;36
17;36
15;36
13;36
11;36
9;36
7;36
4;36
26;25
26;27
